IMU_yaw,IMU_pitch,IMU_roll,IMU_total_av,IMU_total_acc,Baro_press,Baro_alt,GPS_lat,GPS_lon,GPS_alt,GPS_sat,GPS_vel,battV,battI,FSW_status

0.0,0.0,0.0,0.0,0.0,98877.5390625,-0.193695068359375,49.23805236816406,16.555898666381836,265.5,7,0.005166666582226753,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98872.5703125,0.3607940673828125,49.23805236816406,16.555898666381836,265.5,7,0.005166666582226753,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98868.6484375,0.3939208984375,49.23805236816406,16.555898666381836,265.5,7,0.005166666582226753,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98873.09375,0.604583740234375,49.23805236816406,16.555898666381836,265.5,7,0.005166666582226753,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98874.53125,0.227630615234375,49.23805236816406,16.555898666381836,265.5,7,0.005166666582226753,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98870.21875,0.5601959228515625,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98872.703125,0.682098388671875,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98864.7265625,0.6377105712890625,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,4

0.0,0.0,0.0,0.0,0.0,98859.890625,-0.0724639892578125,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98844.734375,0.682098388671875,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98832.4453125,4.2960205078125,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98785.90625,5.58245849609375,49.23805236816406,16.5559024810791,265.5,7,0.00566666666418314,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98644.2109375,10.08660888671875,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98581.9921875,22.3978271484375,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98505.9140625,29.153152465820312,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98414.2890625,37.203948974609375,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98324.1015625,46.05015563964844,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98215.2265625,54.0794677734375,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,98095.640625,64.52386474609375,49.23805236816406,16.555908203125,265.5,7,0.0063333334401249886,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,97782.78125,68.29351806640625,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,97657.328125,102.37142944335938,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,97501.546875,115.38458251953125,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,97327.5078125,130.82373046875,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,97155.5390625,144.2093505859375,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,96979.65625,156.65255737304688,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,96837.09375,172.56182861328125,49.23805618286133,16.55591583251953,265.5,7,0.009499999694526196,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,96307.9453125,180.088134765625,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,96138.90625,229.32489013671875,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,95985.546875,243.731689453125,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,95879.8125,257.52154541015625,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,95664.1875,272.47869873046875,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,95430.078125,291.0459289550781,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,95320.796875,306.4886474609375,49.238059997558594,16.55592918395996,265.5,7,0.013000000268220901,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,94712.4453125,354.7397155761719,49.23806381225586,16.555950164794922,265.5,7,0.019500000402331352,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,94557.1328125,370.1363830566406,49.23806381225586,16.555950164794922,265.5,7,0.019500000402331352,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,94459.1875,382.9342956542969,49.23806381225586,16.555950164794922,265.5,7,0.019500000402331352,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,94241.7578125,399.0668029785156,49.23806381225586,16.555950164794922,265.5,7,0.019500000402331352,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,94120.765625,408.3940734863281,49.23806381225586,16.555950164794922,265.5,7,0.019500000402331352,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,93678.0390625,422.7505798339844,49.23807144165039,16.555980682373047,265.5,7,0.027000000700354576,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,93545.3671875,457.9386901855469,49.23807144165039,16.555980682373047,265.5,7,0.027000000700354576,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,93450.3671875,468.9267272949219,49.23807144165039,16.555980682373047,265.5,7,0.027000000700354576,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,93303.4609375,482.0575866699219,49.23807144165039,16.555980682373047,265.5,7,0.027000000700354576,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,93190.8203125,489.5452575683594,49.23807144165039,16.555980682373047,265.5,7,0.027000000700354576,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,93076.28125,501.0909729003906,49.23807144165039,16.555980682373047,265.5,7,0.027000000700354576,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,92961.2265625,513.169921875,49.238075256347656,16.556011199951172,265.3999938964844,7,0.03233333304524422,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,92386.53125,563.95166015625,49.238075256347656,16.556011199951172,265.3999938964844,7,0.03233333304524422,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,92285.203125,572.197021484375,49.238075256347656,16.556011199951172,265.3999938964844,7,0.03233333304524422,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,92201.5078125,580.66845703125,49.238075256347656,16.556011199951172,265.3999938964844,7,0.03233333304524422,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,92094.8125,590.333984375,49.238075256347656,16.556011199951172,265.3999938964844,7,0.03233333304524422,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91875.5703125,591.959716796875,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91796.78125,616.4287109375,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91721.90625,623.788818359375,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91649.0,631.9488525390625,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91571.6796875,637.5537109375,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91492.90625,644.6201171875,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91406.7890625,652.2208251953125,49.23808288574219,16.556055068969727,265.3999938964844,7,0.04149999842047691,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,91021.265625,687.5560302734375,49.23809051513672,16.55609130859375,265.29998779296875,7,0.04533333331346512,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90949.359375,693.7222900390625,49.23809051513672,16.55609130859375,265.29998779296875,7,0.04533333331346512,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90894.578125,698.8719482421875,49.23809051513672,16.55609130859375,265.29998779296875,7,0.04533333331346512,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90843.6875,704.555419921875,49.23809051513672,16.55609130859375,265.29998779296875,7,0.04533333331346512,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90687.65625,707.1334228515625,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90649.0078125,720.8741455078125,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90597.6484375,726.1690673828125,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90548.25,730.531982421875,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90495.421875,735.8795166015625,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90446.5,739.3994140625,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90404.4453125,744.3463134765625,49.23809814453125,16.556129455566406,265.29998779296875,7,0.04933333396911621,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90298.7890625,745.641357421875,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90264.0546875,756.3052978515625,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90225.9140625,760.41357421875,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90193.1328125,763.4952392578125,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90168.6953125,766.22021484375,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90142.296875,769.527099609375,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90106.0859375,772.387939453125,49.23810958862305,16.55617904663086,265.29998779296875,7,0.056833334267139435,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90034.1796875,773.1478271484375,49.23811340332031,16.556203842163086,265.29998779296875,6,0.05666666850447655,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,90020.0,779.010986328125,49.23811340332031,16.556203842163086,265.29998779296875,6,0.05666666850447655,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89964.2890625,785.8115234375,49.23811340332031,16.556203842163086,265.29998779296875,6,0.05666666850447655,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89945.7890625,785.7586669921875,49.23811340332031,16.556203842163086,265.29998779296875,6,0.05666666850447655,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89924.3046875,788.0367431640625,49.23811340332031,16.556203842163086,265.29998779296875,6,0.05666666850447655,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89912.15625,788.3006591796875,49.23811340332031,16.556203842163086,265.29998779296875,6,0.05666666850447655,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89881.46875,790.1328125,49.23811721801758,16.55622673034668,265.20001220703125,4,0.0560000017285347,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89872.71875,793.345947265625,49.23811721801758,16.55622673034668,265.20001220703125,4,0.0560000017285347,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89852.234375,795.1317138671875,49.23811721801758,16.55622673034668,265.20001220703125,4,0.0560000017285347,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89839.0625,796.430419921875,49.23811721801758,16.55622673034668,265.20001220703125,4,0.0560000017285347,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89830.7578125,796.9644775390625,49.23811721801758,16.55622673034668,265.20001220703125,4,0.0560000017285347,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89824.890625,797.99267578125,49.23811721801758,16.55622673034668,265.20001220703125,4,0.0560000017285347,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89815.65625,798.6185302734375,49.23823165893555,16.556102752685547,265.0,4,0.055166665464639664,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89801.109375,798.662841796875,49.23823165893555,16.556102752685547,265.0,4,0.055166665464639664,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89789.890625,800.0400390625,49.23823165893555,16.556102752685547,265.0,4,0.055166665464639664,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89799.1875,800.6658935546875,49.23823165893555,16.556102752685547,265.0,4,0.055166665464639664,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89801.625,800.037109375,49.23823165893555,16.556102752685547,265.0,4,0.055166665464639664,0.0,0.0,5

0.0,0.0,0.0,0.0,0.0,89800.1484375,800.1280517578125,49.23823165893555,16.556102752685547,265.0,4,0.055166665464639664,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,89805.5703125,799.813720703125,49.238304138183594,16.556055068969727,264.8999938964844,4,0.06750000268220901,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,89832.953125,799.58740234375,49.238304138183594,16.556055068969727,264.8999938964844,4,0.06750000268220901,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,89866.328125,795.0501708984375,49.238304138183594,16.556055068969727,264.8999938964844,4,0.06750000268220901,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,89889.34375,792.6717529296875,49.238304138183594,16.556055068969727,264.8999938964844,4,0.06750000268220901,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,89917.265625,790.4283447265625,49.238304138183594,16.556055068969727,264.8999938964844,4,0.06750000268220901,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,89978.09375,788.0975341796875,49.23843765258789,16.55600929260254,264.8999938964844,5,0.0741666629910469,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90006.96875,781.277587890625,49.23843765258789,16.55600929260254,264.8999938964844,5,0.0741666629910469,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90407.4921875,746.6123046875,0,0,0,4,0.07466666400432587,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90424.6875,744.8648681640625,0,0,0,4,0.07466666400432587,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90519.1171875,742.72607421875,0,0,0,5,0.06983333081007004,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90554.8515625,731.2689208984375,0,0,0,5,0.06983333081007004,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90596.421875,730.2864990234375,0,0,0,5,0.06983333081007004,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90835.859375,709.57421875,49.238731384277344,16.555620193481445,265.1000061035156,6,0.06883333623409271,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,90962.90625,705.579345703125,49.238731384277344,16.555620193481445,265.1000061035156,6,0.06883333623409271,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,91036.6796875,688.5958251953125,49.238731384277344,16.555620193481445,265.1000061035156,6,0.06883333623409271,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,91078.2265625,686.6019287109375,49.238731384277344,16.555620193481445,265.1000061035156,6,0.06883333623409271,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,91155.90625,676.6856689453125,49.238731384277344,16.555620193481445,265.1000061035156,6,0.06883333623409271,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,92443.34375,562.1456298828125,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,92590.6484375,560.6156005859375,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,92712.65625,542.462158203125,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,92757.9765625,531.387939453125,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,92881.921875,522.1124267578125,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,92976.578125,514.9345703125,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93061.9296875,508.9392395019531,49.237327575683594,16.554798126220703,265.1000061035156,6,0.049666665494441986,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93345.7265625,480.4776916503906,49.23731994628906,16.554630279541016,265.20001220703125,5,0.04899999871850014,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93514.90625,464.6761779785156,49.23731994628906,16.554630279541016,265.20001220703125,5,0.04899999871850014,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93575.3359375,457.9726257324219,49.23731994628906,16.554630279541016,265.20001220703125,5,0.04899999871850014,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93675.7578125,448.8166809082031,49.23731994628906,16.554630279541016,265.20001220703125,5,0.04899999871850014,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93802.1015625,444.5039367675781,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,93991.25,439.6654968261719,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94081.4375,415.3605041503906,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94164.8125,402.9250793457031,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94320.796875,400.0549621582031,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94433.890625,389.6247863769531,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94505.984375,382.1588439941406,49.237117767333984,16.554445266723633,265.20001220703125,5,0.043666668236255646,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94751.0,376.8412170410156,49.23710250854492,16.554332733154297,265.29998779296875,4,0.04349999874830246,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94793.8671875,349.9159851074219,49.23710250854492,16.554332733154297,265.29998779296875,4,0.04349999874830246,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,94952.7578125,345.1739807128906,49.23710250854492,16.554332733154297,265.29998779296875,4,0.04349999874830246,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95052.7265625,330.3981018066406,49.23710250854492,16.554332733154297,265.29998779296875,4,0.04349999874830246,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95066.65625,328.8742370605469,49.23710250854492,16.554332733154297,265.29998779296875,4,0.04349999874830246,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95237.3125,314.0343322753906,49.23710250854492,16.554332733154297,265.29998779296875,4,0.04349999874830246,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95383.015625,308.5907897949219,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95523.3671875,300.71282958984375,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95664.7265625,272.3202209472656,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,6

0.0,0.0,0.0,0.0,0.0,95690.4296875,271.5679626464844,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,95867.421875,260.894287109375,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,95924.75,254.24905395507812,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96090.5390625,248.57302856445312,49.23713302612305,16.55425262451172,265.29998779296875,4,0.044333335012197495,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96311.28125,239.30685424804688,49.237144470214844,16.554162979125977,265.29998779296875,5,0.04533333331346512,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96453.53125,210.4581298828125,49.237144470214844,16.554162979125977,265.29998779296875,5,0.04533333331346512,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96523.5703125,201.02349853515625,49.237144470214844,16.554162979125977,265.29998779296875,5,0.04533333331346512,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96647.84375,183.88067626953125,49.237144470214844,16.554162979125977,265.29998779296875,5,0.04533333331346512,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96746.2265625,179.14041137695312,49.237144470214844,16.554162979125977,265.29998779296875,5,0.04533333331346512,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,96874.3984375,175.96142578125,49.237144470214844,16.554162979125977,265.29998779296875,5,0.04533333331346512,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,97000.609375,166.33749389648438,49.23714065551758,16.55411720275879,265.3999938964844,5,0.04583333432674408,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,97180.4296875,160.45330810546875,49.23714065551758,16.55411720275879,265.3999938964844,5,0.04583333432674408,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,97364.6640625,133.18084716796875,49.23714065551758,16.55411720275879,265.3999938964844,5,0.04583333432674408,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,97439.0859375,123.67581176757812,49.23714065551758,16.55411720275879,265.3999938964844,5,0.04583333432674408,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,97744.3125,103.99935913085938,49.23714065551758,16.55411720275879,265.3999938964844,5,0.04583333432674408,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,97860.75,91.10345458984375,49.23712921142578,16.554075241088867,265.3999938964844,5,0.04633333161473274,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,98014.125,86.64138793945312,49.23712921142578,16.554075241088867,265.3999938964844,5,0.04633333161473274,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,98180.9140625,57.259124755859375,49.23712921142578,16.554075241088867,265.3999938964844,5,0.04633333161473274,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,98282.2578125,48.41064453125,49.23712921142578,16.554075241088867,265.3999938964844,5,0.04633333161473274,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,98573.28125,23.946807861328125,49.23712921142578,16.554075241088867,265.3999938964844,5,0.04633333161473274,0.0,0.0,7

0.0,0.0,0.0,0.0,0.0,98662.90625,20.145477294921875,49.23712158203125,16.55400276184082,265.3999938964844,5,0.05233333259820938,0.0,0.0,7

